words,links,capital_words,spam_word_count,is_spam
911,3,17,4,1
103,4,3,7,1
295,0,1,0,0
211,1,0,5,0
710,9,14,0,1
142,9,24,10,1
364,3,23,6,1
285,2,6,2,0
589,3,24,5,1
167,9,9,4,1
88,2,2,0,0
278,2,3,0,0
476,10,11,8,1
880,8,24,10,1
145,2,7,2,0
418,7,20,3,1
259,1,7,2,0
872,7,11,7,1
182,1,1,1,0
739,6,30,6,1
192,7,17,9,1
781,8,22,2,1
193,4,1,2,0
133,2,1,0,0
223,1,6,3,0
151,4,0,6,1
230,2,1,1,0
157,2,2,8,1
138,9,5,9,1
157,2,16,10,1
71,6,14,5,1
241,2,2,2,0
86,2,1,2,0
718,7,26,3,1
59,0,2,1,0
539,4,4,3,1
107,2,3,2,0
301,1,9,2,0
418,0,2,2,0
237,1,4,3,1
257,2,0,1,0
65,2,8,0,0
237,3,1,0,0
244,2,0,1,0
596,1,3,5,1
88,2,27,7,1
169,0,8,6,0
221,1,2,2,0
31,1,2,1,0
34,1,1,1,0
538,2,16,0,1
169,0,0,2,0
343,0,2,1,0
208,0,0,1,0
784,4,27,3,1
58,1,3,1,0
420,2,20,5,1
515,3,2,3,1
846,3,16,5,1
142,5,4,2,1
286,3,23,3,1
199,2,2,0,0
262,2,2,2,0
459,2,0,1,0
256,6,7,2,1
177,2,3,0,0
45,0,2,0,0
165,0,2,0,0
202,2,0,0,0
82,5,30,8,1
180,7,21,4,1
300,1,1,5,0
130,8,18,8,1
83,4,2,0,0
166,9,29,7,1
259,3,3,3,0
579,3,9,7,1
786,4,6,5,1
42,1,1,2,0
273,4,6,8,1
332,10,13,1,1
128,5,4,3,1
701,1,23,7,1
178,1,2,2,0
299,1,8,2,0
392,0,19,1,1
378,2,2,1,0
231,4,0,1,0
350,6,1,7,1
284,0,3,6,0
973,9,27,9,1
820,3,20,6,1
80,2,3,0,0
235,8,2,3,1
162,4,2,5,0
528,2,12,0,1
458,1,3,9,1
286,2,1,2,0
237,0,3,2,0
109,3,2,0,1
267,5,2,1,0
103,4,0,2,0
157,2,0,0,0
304,3,25,8,1
195,7,17,5,1
108,1,2,0,0
699,4,11,10,1
204,3,1,2,0
432,9,29,10,1
134,2,3,2,0
186,1,4,2,0
177,2,2,1,0
96,1,10,1,0
255,1,1,0,0
500,5,8,7,1
662,5,6,7,1
905,4,5,8,1
130,5,13,4,1
96,2,0,1,0
274,4,3,4,0
927,8,9,9,1
476,0,1,2,0
144,5,29,6,1
113,0,3,2,0
708,3,7,8,1
177,1,1,2,0
130,2,3,0,0
374,4,10,9,1
513,5,21,8,1
135,2,2,1,0
102,2,0,0,0
141,1,1,1,0
73,9,5,0,1
295,1,2,5,0
292,1,3,1,0
287,2,0,0,0
28,0,0,2,0
357,6,15,7,1
266,1,3,0,0
706,7,27,7,1
314,2,8,0,0
271,2,2,0,0
164,7,10,6,1
967,9,19,9,1
250,2,3,6,0
101,0,1,1,0
207,2,2,2,0
83,5,1,2,0
23,0,3,2,0
131,5,10,2,1
935,8,12,5,1
263,2,1,1,0
819,3,28,0,1
990,4,2,3,1
199,0,2,4,0
171,0,1,0,0
125,2,3,6,0
371,4,7,6,1
84,4,2,2,0
453,6,8,7,1
986,5,27,5,1
238,0,10,0,0
734,3,22,8,1
327,0,3,0,0
88,9,27,6,1
183,0,2,0,0
168,1,29,4,1
638,6,21,1,1
396,4,16,4,1
55,2,3,2,0
102,1,1,1,0
255,4,1,4,0
270,0,4,5,0
31,0,8,4,0
720,7,8,10,1
110,9,12,0,1
364,6,20,3,1
881,5,26,4,1
531,3,25,3,1
489,2,1,0,0
393,0,2,5,0
228,1,2,2,0
194,2,3,3,0
49,0,8,1,0
186,8,1,7,1
240,0,3,5,0
172,0,0,3,0
162,5,23,8,1
302,2,2,2,0
431,4,5,5,1
679,7,14,7,1
832,4,25,7,1
292,1,3,1,0
414,4,13,10,1
855,7,22,4,1
735,5,20,5,1
859,8,15,0,1
35,2,0,2,0
212,3,7,0,0
902,7,9,1,1
267,3,1,6,0
756,3,28,9,1
633,1,19,2,1
142,4,0,0,0
632,8,28,8,1
493,4,30,2,1
849,2,10,5,1
229,0,4,6,0
855,4,3,10,1
170,6,25,1,1
683,5,0,2,1
64,3,27,3,1
180,8,30,9,1
82,10,8,0,1
996,9,2,8,1
78,9,29,9,1
598,9,20,6,1
100,2,0,2,0
39,1,0,0,0
172,2,0,1,0
892,6,8,6,1
807,7,3,7,1
239,2,1,4,0
60,1,0,0,0
284,1,3,2,0
225,2,8,2,0
112,1,0,6,0
492,10,5,3,1
242,2,2,2,0
840,1,16,5,1
46,0,3,2,0
151,1,0,6,0
270,1,3,4,0
171,1,0,5,1
294,2,3,5,0
936,3,29,4,1
192,9,13,8,1
835,10,4,8,1
732,0,5,7,1
140,0,3,2,0
102,2,0,2,0
665,8,6,5,1
408,0,24,8,1
603,10,11,3,1
589,10,8,8,1
127,2,2,5,0
638,9,1,6,1
107,1,0,2,0
116,5,24,10,1
124,2,0,2,0
875,8,9,0,1
900,9,6,6,1
218,2,2,0,0
105,10,15,3,1
423,10,5,6,1
106,0,3,0,0
201,2,16,8,1
241,5,26,3,1
244,2,2,4,0
211,1,2,4,0
499,4,0,1,1
262,1,2,5,0
382,4,1,6,0
276,8,14,6,1
497,3,5,7,1
136,6,18,4,1
180,5,10,0,0
81,10,22,8,1
888,7,9,8,1
735,10,29,1,1
197,7,0,10,1
106,0,1,3,0
475,2,1,1,0
179,0,2,0,0
149,3,5,10,1
265,2,6,6,0
174,4,3,4,0
252,2,0,0,0
99,0,1,1,0
867,8,26,10,1
595,0,27,6,1
158,2,2,1,0
932,6,7,5,1
994,8,16,0,1
21,0,1,1,0
89,2,3,1,0
739,5,5,5,1
51,2,24,3,1
230,1,2,2,0
127,6,28,10,1
202,2,2,0,0
196,4,2,3,0
36,2,1,3,0
125,1,1,0,0
48,5,9,1,0
27,1,2,2,0
275,9,3,5,1
152,5,23,6,1
98,6,3,6,1
84,0,0,0,0
884,9,30,10,1
113,10,9,6,1
427,3,16,6,1
839,1,27,10,1
163,2,0,0,0
897,7,4,10,1
223,2,1,2,0
121,3,3,5,1
130,2,9,3,1
448,9,10,9,1
224,1,6,2,0
524,2,11,4,1
102,4,27,10,1
446,1,0,2,0
218,2,5,0,0
694,1,29,5,1
152,3,20,2,1
616,2,13,6,1
293,1,3,0,0
82,5,21,0,1
124,4,1,5,1
391,4,22,4,1
83,1,1,0,0
194,0,3,1,0
451,10,30,6,1
840,7,24,5,1
242,2,3,0,0
638,5,29,8,1
194,10,27,5,1
872,10,17,8,1
149,5,21,9,1
195,9,0,8,1
286,1,1,0,0
390,6,23,3,1
289,0,0,0,0
873,2,16,7,1
474,7,27,5,1
400,0,0,1,0
131,0,3,2,0
465,2,3,2,0
195,2,5,0,1
162,2,3,5,0
207,4,3,0,0
169,2,3,3,0
166,0,9,0,0
306,0,26,10,1
903,5,5,3,1
258,0,2,2,0
745,2,5,7,1
860,6,26,8,1
288,5,1,2,0
739,3,5,1,1
531,3,17,7,1
814,0,7,9,1
867,2,1,8,1
414,5,2,7,1
463,1,3,1,0
559,5,28,9,1
359,2,1,0,0
199,2,0,4,1
111,0,1,6,0
629,7,29,10,1
159,0,1,2,0
223,1,0,5,0
951,6,21,10,1
170,0,3,1,0
276,4,3,1,0
292,7,3,10,1
52,0,2,2,0
800,3,15,3,1
252,1,2,2,0
174,1,2,3,0
414,3,14,3,1
109,2,5,2,1
260,1,0,2,0
297,1,3,2,0
185,0,3,0,0
112,3,13,7,1
217,2,1,2,0
749,8,26,9,1
287,1,8,2,0
187,0,2,0,0
530,10,21,7,1
104,2,3,0,0
168,1,2,0,0
33,1,2,1,0
228,0,1,2,0
205,5,16,7,1
186,0,4,0,0
975,5,27,5,1
730,8,20,4,1
477,2,25,10,1
569,7,10,5,1
643,5,27,6,1
301,10,3,6,1
62,0,10,2,0
89,2,1,0,0
457,0,2,0,0
141,1,2,3,1
481,10,22,6,1
72,2,1,2,0
488,2,0,1,0
210,0,0,4,0
404,1,2,6,0
44,0,0,2,0
174,1,4,2,0
926,3,22,5,1
195,1,2,2,0
865,2,27,7,1
114,4,6,7,1
115,10,29,8,1
212,9,26,7,1
144,0,2,2,0
140,1,2,2,0
192,1,0,2,0
79,0,3,2,0
82,0,24,6,1
274,0,19,6,1
240,1,0,2,0
431,1,18,10,1
438,1,3,5,0
181,2,1,2,0
247,3,3,8,1
137,2,2,0,0
167,2,0,1,0
184,10,24,9,1
856,3,1,6,1
157,1,1,1,0
78,8,17,10,1
393,5,8,10,1
368,2,26,9,1
551,0,21,8,1
828,8,12,4,1
138,0,4,1,0
670,2,16,2,1
736,5,29,9,1
657,5,28,3,1
275,2,2,2,0
442,4,2,10,1
335,2,1,1,0
206,5,3,1,0
143,10,28,8,1
162,3,3,5,0
405,9,1,4,1
267,1,4,1,0
27,4,2,4,0
142,0,0,1,0
60,3,1,9,1
406,0,1,0,0
969,4,26,6,1
189,2,3,1,0
80,4,19,6,1
182,2,5,4,0
791,9,27,6,1
195,2,28,3,1
156,2,1,0,0
559,4,19,4,1
122,2,2,2,0
172,3,2,2,0
31,5,1,6,0
292,1,0,1,0
187,1,0,2,0
219,0,0,2,0
122,2,3,2,0
288,4,0,4,0
898,9,8,4,1
132,6,14,7,1
185,2,21,6,1
898,8,27,8,1
262,2,2,2,0
74,2,3,0,0
130,2,0,0,0
90,3,7,5,1
217,0,9,2,0
585,9,9,0,1
22,1,1,2,0
98,0,8,1,0
199,10,15,4,1
62,1,1,0,0
406,6,13,1,1
865,10,5,6,1
188,3,5,4,1
292,1,2,1,0
77,2,0,0,0
106,1,1,0,0
517,2,18,10,1
268,0,2,1,0
860,5,16,6,1
216,2,3,2,0
935,4,10,8,1
958,8,11,2,1
254,4,18,9,1
245,5,2,0,0
381,3,24,3,1
148,2,0,1,0
253,2,6,2,0
119,0,3,1,0
161,6,22,3,1
126,3,21,9,1
273,2,0,0,0
891,3,18,4,1
68,1,3,0,0
162,0,3,1,0
193,2,0,8,1
163,1,0,1,0
369,6,9,8,1
335,0,10,9,1
918,6,1,5,1
131,5,26,3,1
224,5,7,0,0
290,1,3,6,0
78,2,0,2,0
184,2,4,1,0
812,10,6,3,1
78,0,7,1,0
220,9,24,2,1
665,7,29,10,1
802,10,30,8,1
468,0,0,0,0
193,2,2,1,0
153,5,13,3,1
480,4,28,9,1
272,0,3,0,0
114,10,28,9,1
494,1,2,0,0
324,1,10,3,1
881,2,15,6,1
244,2,0,0,0
394,9,3,8,1
694,7,25,10,1
30,0,2,4,0
155,4,15,10,1
70,9,17,1,1
187,0,2,2,0
292,2,3,0,0
768,5,18,3,1
68,0,1,2,0
176,1,8,1,0
803,0,16,5,1
609,8,20,8,1
136,0,6,2,0
652,10,12,6,1
589,2,3,10,1
287,5,14,10,1
257,3,1,1,0
263,1,4,2,0
87,1,3,1,0
157,2,0,2,0
239,1,3,6,0
278,4,1,3,0
153,4,1,1,0
735,7,28,4,1
667,1,1,7,1
184,9,28,7,1
34,2,1,0,0
510,2,30,7,1
560,9,11,0,1
54,7,14,4,1
57,7,5,1,1
543,1,4,10,1
134,4,3,1,0
170,10,2,6,1
25,2,7,0,0
454,0,0,0,0
28,1,2,2,0
759,8,11,8,1
849,1,10,0,1
66,1,1,1,0
262,2,0,0,0
459,7,27,3,1
176,1,0,0,0
917,6,2,3,1
479,1,0,1,0
961,9,30,6,1
959,9,28,10,1
835,5,18,10,1
69,0,3,1,0
106,8,17,3,1
489,2,26,8,1
214,1,2,1,0
59,1,0,1,0
219,1,3,1,0
100,1,1,1,0
92,0,3,1,0
203,7,28,3,1
63,2,3,2,0
75,1,4,0,0
283,4,2,2,0
80,0,2,2,0
270,2,3,0,0
428,3,25,0,1
54,2,11,5,1
127,9,17,8,1
565,7,20,1,1
167,0,0,1,0
730,3,17,10,1
379,0,3,2,0
333,10,7,10,1
125,2,3,6,0
107,10,11,1,1
341,3,11,8,1
237,1,3,2,0
553,3,9,10,1
105,1,3,5,0
340,1,3,6,0
292,0,4,0,0
66,3,26,9,1
194,2,5,1,0
195,2,1,1,0
326,1,2,0,0
33,0,1,1,0
363,1,1,2,0
233,5,0,0,0
136,0,1,2,0
83,2,0,0,0
271,4,4,2,0
184,2,1,1,0
555,2,17,3,1
308,3,19,3,1
195,1,0,0,0
375,3,23,9,1
997,2,17,4,1
117,2,3,4,0
917,2,17,3,1
130,1,3,2,0
314,5,15,7,1
395,0,0,3,0
54,1,6,0,0
168,4,6,0,1
608,4,29,2,1
253,0,2,5,0
723,2,3,5,1
735,7,30,1,1
118,2,3,0,0
718,5,11,9,1
22,2,0,2,0
45,0,4,1,0
434,8,20,9,1
269,4,1,2,0
173,9,11,1,1
261,1,3,0,0
447,10,5,4,1
714,3,28,6,1
545,4,4,8,1
399,5,23,5,1
451,2,5,3,1
198,2,2,0,0
119,0,2,0,0
699,7,7,6,1
173,10,22,8,1
967,3,28,3,1
458,5,22,9,1
170,6,27,7,1
50,0,1,2,0
31,1,0,0,0
72,9,25,3,1
169,9,12,8,1
731,4,12,10,1
620,6,8,0,1
152,2,23,10,1
694,5,11,1,1
123,2,2,0,0
213,0,0,2,0
728,6,5,9,1
700,6,22,4,1
299,7,10,8,1
153,5,2,6,1
521,7,25,2,1
659,1,13,5,1
259,1,0,2,0
146,4,0,6,0
384,1,12,6,1
246,1,2,4,0
631,6,22,0,1
120,1,5,0,0
684,0,19,2,1
69,1,1,2,0
397,1,1,2,0
665,2,23,0,1
895,5,21,4,1
211,5,3,1,0
249,5,2,2,0
86,0,5,0,0
261,2,0,2,0
288,3,1,1,0
61,1,2,2,0
85,0,2,1,0
119,9,9,10,1
95,5,3,7,1
547,3,2,3,1
934,7,11,4,1
139,1,0,3,0
139,3,21,4,1
385,2,1,2,0
716,0,2,6,1
394,8,25,8,1
216,0,8,2,0
333,3,5,4,1
153,1,8,2,0
219,0,2,1,0
474,4,13,3,1
74,1,1,0,0
93,1,5,1,0
166,0,1,3,0
785,4,22,6,1
88,4,0,1,0
421,10,9,3,1
154,2,2,2,0
205,0,2,1,0
93,0,0,4,0
67,4,7,2,0
649,7,11,0,1
76,0,2,2,0
81,10,0,8,1
106,7,8,3,1
121,0,27,4,1
955,8,16,10,1
119,8,24,8,1
193,1,1,1,0
307,4,26,10,1
232,2,30,6,1
809,3,5,10,1
193,2,1,1,1
227,1,0,4,0
123,2,6,1,0
130,1,2,2,0
645,6,3,8,1
677,7,28,7,1
93,4,0,6,0
273,2,2,5,0
268,2,1,1,0
31,0,3,2,0
233,3,26,5,1
283,5,3,0,0
132,3,5,10,1
264,1,2,2,0
222,4,3,2,0
449,2,0,8,1
226,4,8,9,1
146,0,2,1,0
127,2,0,4,0
419,1,2,0,0
830,8,5,10,1
109,2,1,2,0
736,3,3,9,1
48,1,1,0,0
905,5,5,7,1
87,0,3,0,0
865,5,7,3,1
50,1,1,0,0
130,0,0,0,0
172,4,18,7,1
110,0,3,1,0
182,9,27,0,1
59,0,1,2,0
41,0,1,2,0
198,6,19,1,1
399,1,2,0,0
218,1,6,2,0
495,1,1,3,0
66,0,1,0,0
733,7,9,9,1
97,10,6,7,1
137,10,2,2,1
148,2,15,3,1
219,1,8,0,0
290,10,18,0,1
216,1,0,5,0
433,4,3,10,1
439,5,7,7,1
122,0,8,1,1
182,2,15,8,1
894,4,11,2,1
277,1,1,0,0
647,2,11,1,1
203,0,7,2,0
190,10,1,4,1
409,2,15,3,1
172,2,0,4,1
150,0,10,0,0
153,8,6,6,1
471,6,5,5,1
750,10,9,3,1
366,6,12,8,1
671,6,18,0,1
158,2,8,3,1
217,0,1,1,0
98,8,16,2,1
269,0,1,0,0
943,7,30,4,1
65,7,15,6,1
204,2,2,2,0
220,1,3,0,0
97,2,2,2,0
224,5,3,1,0
510,4,24,9,1
124,1,9,0,0
707,3,23,8,1
214,2,0,6,0
185,1,1,3,0
103,1,3,2,0
208,1,2,0,0
498,8,17,10,1
487,5,6,3,1
205,1,2,0,0
106,1,0,2,0
868,9,14,5,1
189,10,26,4,1
215,1,1,0,0
253,2,1,1,0
510,4,21,9,1
202,1,5,3,0
85,2,0,2,0
868,10,16,5,1
164,2,0,0,0
764,10,23,3,1
253,2,0,1,0
356,10,3,9,1
207,0,2,0,0
33,1,1,1,0
245,2,2,2,0
77,5,2,1,0
530,10,11,9,1
265,2,2,4,0
219,4,0,2,0
656,7,29,5,1
966,10,20,10,1
168,3,27,5,1
553,4,25,4,1
401,0,3,2,0
163,2,3,2,0
318,3,2,7,1
302,0,11,7,1
87,0,3,2,0
197,0,1,6,0
259,4,0,1,0
299,2,6,7,1
176,1,1,2,0
363,0,2,0,0
321,6,23,8,1
209,1,2,0,0
219,1,8,1,1
118,1,3,0,0
71,1,24,9,1
142,9,3,5,1
239,2,0,0,0
837,5,2,6,1
543,5,2,5,1
62,2,2,0,0
178,2,1,2,0
351,1,0,0,0
142,0,1,10,1
27,1,6,2,0
784,2,5,10,1
275,10,28,3,1
283,4,26,6,1
138,7,28,4,1
232,10,26,3,1
698,8,14,0,1
207,2,9,2,0
304,0,4,1,0
940,2,9,2,1
160,9,20,0,1
522,9,16,10,1
908,2,27,9,1
638,10,20,2,1
988,8,13,10,1
184,6,13,3,1
944,2,7,10,1
875,2,21,7,1
366,0,5,0,0
875,3,30,8,1
278,2,3,1,0
146,3,11,4,1
167,0,2,0,0
597,10,4,7,1
150,5,3,2,0
163,3,5,9,1
138,2,11,3,1
297,0,2,2,0
331,0,3,2,0
285,0,0,2,0
190,9,18,8,1
277,2,1,1,0
220,4,3,1,0
338,2,1,2,0
242,1,1,3,0
201,2,1,2,0
229,0,4,1,0
177,10,6,3,1
202,2,3,0,0
882,0,0,9,1
965,10,10,8,1
523,7,18,7,1
30,4,1,1,0
873,0,17,8,1
841,4,15,9,1
207,0,8,1,0
169,1,0,6,0
799,7,28,5,1
180,2,0,1,0
440,1,3,2,0
992,9,18,3,1
186,5,5,9,1
231,1,3,6,0
645,2,9,3,1
41,2,0,2,0
242,2,2,1,0
576,6,2,5,1
63,1,0,2,0
159,5,0,2,0
289,2,3,0,0
165,5,23,0,1
257,1,10,1,0
226,1,2,2,0
195,4,0,2,0
244,6,6,3,1
633,8,19,7,1
137,3,5,8,1
136,2,0,5,0
148,8,4,8,1
333,10,13,6,1
892,9,20,3,1
121,10,30,5,1
721,5,19,1,1
256,2,3,2,0
198,0,2,2,0
80,9,8,8,1
71,0,0,2,0
162,5,5,9,1
237,2,2,1,0
195,1,0,0,0
79,0,8,6,0
166,2,1,2,0
92,0,4,5,1
470,3,22,10,1
710,8,12,9,1
171,1,1,1,0
131,7,20,10,1
74,0,1,1,0
89,4,29,3,1
71,2,8,2,0
257,2,1,0,0
260,1,1,0,0
610,8,20,5,1
118,8,3,0,1
196,7,19,1,1
176,0,3,0,0
202,3,8,6,1
286,0,9,1,0
215,5,2,5,0
125,6,24,5,1
236,0,1,3,0
154,2,23,9,1
214,0,2,3,0
567,5,16,3,1
261,6,5,5,1
486,9,27,3,1
169,8,25,9,1
311,1,8,5,1
257,0,2,2,0
803,10,1,8,1
145,0,16,3,1
210,0,0,1,0
45,1,1,1,0
58,3,1,10,1
116,10,5,0,1
659,2,27,3,1
395,10,13,3,1
100,7,20,5,1
923,2,17,1,1
912,10,5,0,1
60,1,3,0,0
216,1,0,1,0
299,0,2,0,0
703,4,6,10,1
229,1,0,6,0
999,6,11,6,1
281,1,2,0,0
216,0,2,2,0
737,2,22,1,1
805,3,30,0,1
198,1,7,3,0
328,1,2,1,0
135,3,23,9,1
393,5,1,1,0
29,1,1,1,0
34,2,6,2,0
207,6,2,5,1
218,1,2,2,0
153,1,1,1,0
53,0,1,1,0
208,2,1,1,0
267,0,3,6,0
810,6,15,4,1
187,4,28,9,1
142,8,16,1,1
226,3,19,4,1
183,4,2,3,0
214,1,2,1,0
296,0,1,1,0
49,0,0,0,0
651,10,1,9,1
218,3,12,10,1
581,4,0,1,1
996,4,19,3,1
811,8,27,10,1
255,1,0,1,0
558,6,0,10,1
178,3,20,3,1
106,3,3,1,0
686,6,20,7,1
28,0,1,0,0
781,10,3,0,1
160,5,16,5,1
246,2,2,2,0
868,7,3,9,1
212,1,3,1,0
65,3,2,1,0
147,4,2,4,1
239,4,15,5,1
398,1,0,1,0
114,8,6,9,1
719,9,2,8,1
702,2,4,7,1
259,1,3,0,0
139,1,0,1,0
167,2,0,2,0
115,6,20,3,1
106,10,11,10,1
126,0,1,2,0
170,2,16,5,1
240,1,1,1,0
720,0,30,3,1
309,3,3,10,1
113,4,0,0,0
81,1,3,1,0
21,0,1,2,0
908,2,29,9,1
264,7,3,9,1
35,5,1,1,0
39,0,0,2,0
177,4,3,5,0
45,2,1,5,0
209,3,0,0,0
231,1,2,6,0
259,7,0,5,1
732,2,13,3,1
506,4,12,7,1
226,2,2,0,0
678,9,14,8,1
170,2,0,0,0
897,8,25,2,1
117,2,0,2,0
106,2,0,6,0
82,2,3,2,0
183,2,0,1,0
277,2,1,2,0
291,2,2,4,0
665,9,15,8,1
182,0,1,1,0
50,10,0,4,1
884,4,5,8,1
168,0,7,10,1
175,0,0,1,0
64,9,21,5,1
762,2,25,2,1
257,0,2,0,0
218,1,7,3,0
229,0,1,2,0
386,10,26,2,1
204,0,3,1,0
21,2,1,1,0
241,2,5,4,1
446,8,3,10,1
112,1,2,2,0
65,1,2,1,0
208,0,3,3,0
146,1,2,0,0
92,0,1,2,0
491,1,10,3,0
167,2,12,7,1
290,0,1,1,0
116,1,3,0,0
160,2,2,2,0
356,10,17,4,1
161,2,1,1,0
88,3,2,2,0
637,5,8,10,1
102,1,2,0,0
236,2,1,2,0
286,0,3,2,0
295,2,23,4,1
127,0,0,2,0
655,7,10,1,1
597,7,16,3,1
912,2,3,5,1
224,4,26,2,1
241,4,5,6,1
147,4,6,3,1
195,5,1,1,0
184,0,1,3,0
179,5,7,8,1
239,4,5,2,1
857,7,6,9,1
